Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -795.845450, -795.830054, -795.829109, -795.889862, -796.0921661,0.3565149356212613,0.48083372708065514
6-31G(dp), -795.878005, -795.862586, -795.861642, -795.922436, -796.1241965,0.3982336218252055,0.49736155310835467
6-31+G(dp), -795.914660, -795.899125, -795.898181, -795.959317, -796.1601368,0.1877801009537251,0.25327479376567336
6-311G(dp), -796.076847, -796.061374, -796.060430, -796.121423, -796.3220412,0.1295686987970374,0.16336751217108877
6-311++G(dp), -796.096934, -796.081367, -796.080423, -796.141670, -796.3417483,0.16941984136441038,0.22546794756664665
6-311G(2df2pd), -796.128168, -796.112716, -796.111772, -796.172770, -796.3735694,0.2432625532459238,0.39026366941225743
6-311++G(2df2pd), -796.146427, -796.130926, -796.129982, -796.191096, -796.3916216,0.392661715945758,0.6053227167707211
