Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS
6-31G(d), -795.829872, -795.813716, -795.812772, -795.876585, -796.0754311,2.78265512419285e-07,9.630413160226175e-09,1.378910e+02
6-31G(dp), -795.862241, -795.846054, -795.845110, -795.908951, -796.1073998,2.4936555956150756e-07,9.331238407799985e-09,1.370767e+02
6-31+G(dp), -795.901456, -795.885188, -795.884243, -795.948049, -796.1459628,1.2308389643341929e-06,7.644344059940279e-08,1.442556e+02
6-311G(dp), -796.062926, -796.046699, -796.045755, -796.109656, -796.3070306,5.006155215290784e-07,2.032663332415038e-08,1.361510e+02
6-311++G(dp), -796.084390, -796.068098, -796.067154, -796.131057, -796.3281887,2.222417886550421e-06,1.3045665698488585e-07,1.421880e+02
6-311G(2df2pd), -796.113961, -796.097746, -796.096801, -796.160570, -796.3582387,5.941457646014805e-07,3.459450327309224e-08,1.349084e+02
6-311++G(2df2pd), -796.132879, -796.116606, -796.115662, -796.179561, -796.376957,1.9397521387986643e-06,1.0865554609286091e-07,1.396619e+02
