Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-795.823154,-795.807102,-795.806158,-795.869663,-796.0689341,1.8206898739793448e-10,9.883889038316562e-12,140.5746,2.559427507586968e-08,1.3894237480057355e-09
6-31G(dp),-795.855627,-795.839548,-795.838603,-795.902088,-796.1009822,1.736816538463244e-10,1.0417113914048823e-11,139.1222,2.416297378273911e-08,1.449251805373083e-09
6-31+G(dp),-795.893715,-795.877505,-795.87656,-795.940388,-796.1383091,3.681516818385968e-10,2.304219711476725e-11,139.7604,5.145302631443503e-08,3.2203866856387165e-09
6-311G(dp),-796.05623,-796.040114,-796.039169,-796.102595,-796.3005509,2.827084742939285e-10,2.1247442028752948e-11,137.911,3.8988608398349973e-08,2.930255977627348e-09
6-311++G(dp),-796.077011,-796.060772,-796.059828,-796.123683,-796.3208782,9.008978778601807e-10,5.6562296515612886e-11,140.4747,1.2655335912304553e-07,7.945571634341766e-09
6-311G(2df2pd),-796.107771,-796.09163,-796.090686,-796.154535,-796.3522287,9.947245785280418e-10,5.947265352215369e-11,136.0227,1.3530512292774627e-07,8.089630908247854e-09
6-311++G(2df2pd),-796.126414,-796.110203,-796.109259,-796.173299,-796.3706464,2.553481358668325e-09,1.3585687642073778e-10,140.2016,3.5800217205547303e-07,1.9047351445189712e-08
