Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -795.834785, -795.819017, -795.818072, -795.880220, -796.080762,1.3080179001002609e-05,2.7285917239602124e-06
6-31G(dp), -795.867062, -795.851270, -795.850326, -795.912528, -796.1126138,1.1023256382289782e-05,2.3359157621731155e-06
6-31+G(dp), -795.905467, -795.889550, -795.888606, -795.951359, -796.1502928,4.1006309386778736e-05,7.502481122492597e-06
6-311G(dp), -796.067667, -796.051843, -796.050898, -796.113215, -796.3122294,2.171188242250268e-05,5.007155945482799e-06
6-311++G(dp), -796.088166, -796.072234, -796.071290, -796.134102, -796.3323014,5.5920521485736226e-05,1.0171141231497268e-05
6-311G(2df2pd), -796.118729, -796.102870, -796.101925, -796.164389, -796.3634074,3.39382978981916e-05,8.254415273501898e-06
6-311++G(2df2pd), -796.136681, -796.120764, -796.119819, -796.182589, -796.3811,4.7937068772865236e-05,8.747698193700816e-06
