Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-795.831049,-795.814641,-795.813697,-795.878249,-796.0762336,1.6215272171897292e-06,2.2532371758326305e-08,142.2194,0.000230612627912393,3.2045403920461124e-06
6-31G(dp),-795.863427,-795.847022,-795.846078,-795.910501,-796.1082717,1.2878332306393858e-06,2.3497751725710952e-08,141.1958,0.00018183664326671257,3.317783853113138e-06
6-31+G(dp),-795.903142,-795.886596,-795.885652,-795.950628,-796.1472257,1.8905134160104676e-05,2.912682135430832e-07,147.9718,0.002797426730912177,4.30994818407544e-05
6-311G(dp),-796.064377,-796.047922,-796.046977,-796.111558,-796.3081575,3.753640917669938e-06,6.705887875592644e-08,140.7299,0.0005282495109795985,9.437189301433652e-06
6-311++G(dp),-796.086226,-796.069668,-796.068724,-796.133726,-796.3296265,3.7549624273214864e-05,5.98240381213949e-07,150.7453,0.005660429375953056,9.01819257382111e-05
6-311G(2df2pd),-796.116095,-796.099579,-796.098635,-796.163986,-796.3599353,2.2146445757662327e-05,2.086740497814641e-07,138.8178,0.0030743208778980175,2.8967672507753328e-05
6-311++G(2df2pd),-796.135317,-796.118775,-796.117831,-796.182953,-796.3789814,7.048827982200506e-05,9.274833912512478e-07,144.5397,0.010188354818988667,0.000134058171126438
