Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -795.835683, -795.819645, -795.818701, -795.882531, -796.0813493,0.00015125446759398488,5.082827034482272e-06
6-31G(dp), -795.867987, -795.851929, -795.850985, -795.914829, -796.1132386,0.0001261259013903226,4.5276673453873874e-06
6-31+G(dp), -795.907020, -795.890871, -795.889927, -795.953863, -796.1515747,0.0005817388809184719,2.9167423103900918e-05
6-311G(dp), -796.068577, -796.052469, -796.051525, -796.115448, -796.3127244,0.0002311590160377158,8.458600472429329e-06
6-311++G(dp), -796.089878, -796.073715, -796.072771, -796.136679, -796.3337347,0.0008570964778504081,4.642042333476531e-05
6-311G(2df2pd), -796.119707, -796.103583, -796.102638, -796.166676, -796.3639997,0.00038259934553836427,1.5457994999211822e-05
6-311++G(2df2pd), -796.138514, -796.122365, -796.121421, -796.185348, -796.3826468,0.0008909486847809375,4.502408529665098e-05
