Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -795.844915, -795.829374, -795.828430, -795.889885, -796.091482,0.36530706563723553,0.23296930444651565
6-31G(dp), -795.877315, -795.861757, -795.860813, -795.922293, -796.1234376,0.3422597173089872,0.22262138143369492
6-31+G(dp), -795.915107, -795.899459, -795.898515, -795.960086, -796.1605407,0.42403436667669653,0.3885008776118574
6-311G(dp), -796.077659, -796.062066, -796.061121, -796.122689, -796.3227679,0.4953121827426368,0.3527431197727317
6-311++G(dp), -796.097539, -796.081880, -796.080936, -796.142506, -796.3423142,0.4107114019963037,0.4105889577936408
6-311G(2df2pd), -796.127978, -796.112328, -796.111384, -796.173236, -796.3731242,0.39851275139600545,0.2435339275870729
6-311++G(2df2pd), -796.145575, -796.129891, -796.128947, -796.190646, -796.3905105,0.24378772668936755,0.18657969290396723
