Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-795.835683,-795.819645,-795.818701,-795.882531,-796.0813493,0.0001512544675939,5.082827034482272e-06,137.6916,0.020826469650152238,0.0006998625869011192
6-31G(dp),-795.867987,-795.851929,-795.850985,-795.914829,-796.1132386,0.0001261259013903,4.5276673453873874e-06,136.6255,0.017232014340400434,0.0006185948148972244
6-31+G(dp),-795.90702,-795.890871,-795.889927,-795.953863,-796.1515747,0.0005817388809184,2.916742310390092e-05,140.5539,0.0817656684947167,0.00409959507020338
6-311G(dp),-796.068577,-796.052469,-796.051525,-796.115448,-796.3127244,0.0002311590160377,8.458600472429329e-06,136.0266,0.0314437750109538,0.0011505946630229553
6-311++G(dp),-796.089878,-796.073715,-796.072771,-796.136679,-796.3337347,0.0008570964778504,4.642042333476531e-05,140.7395,0.12062732974442636,0.0065331871699232024
6-311G(2df2pd),-796.119707,-796.103583,-796.102638,-796.166676,-796.3639997,0.0003825993455383,1.5457994999211822e-05,134.9841,0.05164482831807645,0.0020865835427731085
6-311++G(2df2pd),-796.138514,-796.122365,-796.121421,-796.185348,-796.3826468,0.0008909486847809,4.502408529665098e-05,138.3689,0.12327958946957987,0.00622993315600377
