Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS
6-31G(d), -795.841775, -795.825944, -795.825000, -795.887908, -796.0879532,0.04499958804286353,0.0055462314153431995,1.367621e+02
6-31G(dp), -795.874155, -795.858301, -795.857356, -795.920316, -796.1198744,0.04216054856673836,0.00511024406926618,1.357248e+02
6-31+G(dp), -795.912797, -795.896868, -795.895924, -795.958665, -796.1578934,0.0941282160792273,0.023528511683535355,1.366175e+02
6-311G(dp), -796.074454, -796.058569, -796.057625, -796.120435, -796.3191413,0.04549936521963814,0.0075712637265002245,1.350018e+02
6-311++G(dp), -796.095576, -796.079642, -796.078698, -796.141375, -796.3400008,0.12395380527114425,0.03541674998457477,1.372218e+02
6-311G(2df2pd), -796.125546, -796.109661, -796.108717, -796.171536, -796.3703926,0.06582893454655275,0.01348909041262501,1.340257e+02
6-311++G(2df2pd), -796.144396, -796.128481, -796.127537, -796.190214, -796.3890812,0.15427138694640058,0.041054902178785754,1.358219e+02
