Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -795.834357, -795.818340, -795.817396, -795.880544, -796.0799672,1.8435653101188394e-05,1.1757600079118478e-06
6-31G(dp), -795.866881, -795.850844, -795.849900, -795.913066, -796.1120039,1.9489376506618393e-05,1.2243175245074404e-06
6-31+G(dp), -795.905439, -795.889335, -795.888390, -795.951753, -796.1499947,6.224386756932235e-05,5.471097546691225e-06
6-311G(dp), -796.066872, -796.050810, -796.049866, -796.113103, -796.3110655,1.928305346249005e-05,1.459418106497544e-06
6-311++G(dp), -796.088004, -796.071879, -796.070935, -796.134380, -796.3319058,7.506808996234467e-05,6.689409380588188e-06
6-311G(2df2pd), -796.118712, -796.102670, -796.101725, -796.165081, -796.3631521,7.063507248539807e-05,6.2986068361021504e-06
6-311++G(2df2pd), -796.137757, -796.121689, -796.120745, -796.184094, -796.3820135,0.00023604453918348072,2.3020642348173404e-05
