Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS
6-31G(d), -795.835710, -795.819865, -795.818920, -795.881073, -796.0818255,3.228541923714917e-05,8.417137952304634e-06,1.370224e+02
6-31G(dp), -795.868063, -795.852190, -795.851246, -795.913417, -796.1137437,2.8265924151187333e-05,7.73086441674875e-06,1.363680e+02
6-31+G(dp), -795.906328, -795.890310, -795.889365, -795.952101, -796.1512066,8.998741341778489e-05,1.9749975561410358e-05,1.381204e+02
6-311G(dp), -796.068138, -796.052206, -796.051262, -796.113643, -796.312751,3.4165192525121885e-05,8.70031365633459e-06,1.354174e+02
6-311++G(dp), -796.089393, -796.073371, -796.072427, -796.135107, -796.3336139,0.0001621385281929534,4.0845036843783686e-05,1.383899e+02
6-311G(2df2pd), -796.119706, -796.103727, -796.102783, -796.165580, -796.3644023,0.00011983063195269259,2.3678553973100464e-05,1.346510e+02
6-311++G(2df2pd), -796.138765, -796.122752, -796.121808, -796.184634, -796.3832736,0.00041821732960470206,8.745452036434907e-05,1.376009e+02
