Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -795.823154, -795.807102, -795.806158, -795.869663, -796.0689341,1.820689873979345e-10,9.883889038316562e-12
6-31G(dp), -795.855627, -795.839548, -795.838603, -795.902088, -796.1009822,1.736816538463244e-10,1.0417113914048823e-11
6-31+G(dp), -795.893715, -795.877505, -795.876560, -795.940388, -796.1383091,3.6815168183859674e-10,2.304219711476725e-11
6-311G(dp), -796.056230, -796.040114, -796.039169, -796.102595, -796.3005509,2.8270847429392853e-10,2.1247442028752948e-11
6-311++G(dp), -796.077011, -796.060772, -796.059828, -796.123683, -796.3208782,9.008978778601809e-10,5.656229651561289e-11
6-311G(2df2pd), -796.107771, -796.091630, -796.090686, -796.154535, -796.3522287,9.947245785280418e-10,5.947265352215369e-11
6-311++G(2df2pd), -796.126414, -796.110203, -796.109259, -796.173299, -796.3706464,2.5534813586683253e-09,1.358568764207378e-10
