CCS_G,CCS_E
151.4464632073431,151.4600210818379
150.99723847959498,151.0064990736416
153.23113718452646,153.24642953013586
150.80041724854323,150.81019430543492
152.87692266086603,152.9023309226908
148.60349997017224,148.61262154870707
150.33060333326733,150.34044715371624
