CCS_G,CCS_E
158.14729762381484,151.88885756492215
157.31413432925856,151.45938741700337
167.5986077077543,156.57570113355126
157.51610186202691,151.5505457349189
172.0968972704112,158.03513467118185
159.82841838586114,151.62083842839306
173.65642850646827,156.0873928977605
