isomer,G,E
0,0.441862548736522,0.4721883308157045
0,0.00017722985580135713,2.626144392316509e-06
0,5.9392142168808284e-06,3.238046493031193e-07
0,1.4688223942997062e-06,6.045272542979079e-07
0,0.22527743471533507,0.12964596961419556
0,1.4644067356294352e-05,4.192829473593981e-06
0,2.571844525265172e-07,1.9293935750422656e-09
0,1.2091958345676092e-10,2.0041416529294856e-11
0,2.1238652607348884e-05,4.898209910349447e-06
0,0.0006224645195516296,4.649273896428536e-05
0,1.3305859749857016e-08,6.0515823857939375e-09
0,5.340507648771932e-08,2.596073678255364e-09
0,0.0009230817377079815,8.805907923726195e-05
0,0.33055451994299584,0.396766316623012
0,1.5063891071884266e-07,4.1929508852909486e-09
0,0.0005389550802922899,0.001252170823164678
