Basis,EZPE,U,H,G,E
6-31G(d), -795.823154, -795.807102, -795.806158, -795.869663, -796.0689341
6-31G(dp), -795.855627, -795.839548, -795.838603, -795.902088, -796.1009822
6-31+G(dp), -795.893715, -795.877505, -795.876560, -795.940388, -796.1383091
6-311G(dp), -796.056230, -796.040114, -796.039169, -796.102595, -796.3005509
6-311++G(dp), -796.077011, -796.060772, -796.059828, -796.123683, -796.3208782
6-311G(2df2pd), -796.107771, -796.091630, -796.090686, -796.154535, -796.3522287
6-311++G(2df2pd), -796.126414, -796.110203, -796.109259, -796.173299, -796.3706464
