Basis,EZPE,U,H,G,E
6-31G(d), -795.838783, -795.822877, -795.821933, -795.884557, -796.0849633
6-31G(dp), -795.871190, -795.855260, -795.854316, -795.916990, -796.1169552
6-31+G(dp), -795.909485, -795.893393, -795.892449, -795.955584, -796.1543966
6-311G(dp), -796.071380, -796.055387, -796.054443, -796.117349, -796.3160455
6-311++G(dp), -796.092214, -796.076097, -796.075153, -796.138370, -796.3364198
6-311G(2df2pd), -796.122554, -796.106540, -796.105596, -796.168718, -796.3673211
6-311++G(2df2pd), -796.141192, -796.125106, -796.124162, -796.187359, -796.3857025
