Basis,EZPE,U,H,G,E
6-31G(d), -795.844849, -795.829381, -795.828437, -795.889432, -796.0916551
6-31G(dp), -795.877247, -795.861761, -795.860816, -795.921835, -796.1236342
6-31+G(dp), -795.914797, -795.899184, -795.898240, -795.959635, -796.160387
6-311G(dp), -796.077666, -796.062154, -796.061210, -796.122274, -796.3230491
6-311++G(dp), -796.097183, -796.081548, -796.080604, -796.142035, -796.342083
6-311G(2df2pd), -796.128075, -796.112501, -796.111557, -796.172877, -796.3734682
6-311++G(2df2pd), -796.145240, -796.129595, -796.128651, -796.190147, -796.3903543
