Basis,EZPE,U,H,G,E
6-31G(d), -795.829151, -795.813592, -795.812648, -795.874423, -796.0754765
6-31G(dp), -795.861462, -795.845874, -795.844929, -795.906757, -796.107328
6-31+G(dp), -795.899486, -795.883792, -795.882848, -795.944983, -796.1446124
6-311G(dp), -796.061532, -796.045910, -796.044966, -796.106857, -796.3063576
6-311++G(dp), -796.082176, -796.066452, -796.065507, -796.127735, -796.3265594
6-311G(2df2pd), -796.112463, -796.096799, -796.095855, -796.158005, -796.3573313
6-311++G(2df2pd), -796.130867, -796.115133, -796.114189, -796.176547, -796.3754608
