basis_set,G,E
0,0.0006224645195516296,4.649273896428536e-05
1,0.0005847825446568479,4.136975233002251e-05
2,0.0010680636604595388,7.415704724841985e-05
3,0.004420964407499783,0.00014268056828738523
4,0.0036088515473662207,0.0003741577985188916
5,0.006277067842173771,0.0006293109306851503
6,0.008823495575242297,0.0007330507896185531
