Basis,EZPE,U,H,G,E
6-31G(d), -795.892358, -795.876340, -795.875396, -795.939028, -796.1386621
6-31G(dp), -795.924754, -795.908702, -795.907758, -795.971513, -796.1705949
6-31+G(dp), -795.963806, -795.947693, -795.946749, -796.010516, -796.2090455
6-311G(dp), -796.125210, -796.109133, -796.108189, -796.172045, -796.3700421
6-311G(2df2pd), -796.176627, -796.160507, -796.159562, -796.224255, -796.4214575
6-311++G(dp), -796.146690, -796.130571, -796.129627, -796.193490, -796.3912621
6-311++G(2df2pd), -796.195664, -796.179558, -796.178614, -796.242554, -796.4404983
