Basis,EZPE,U,H,G,E
6-31G(d), -795.899296, -795.883758, -795.882814, -795.944590, -796.1461518
6-31G(dp), -795.931740, -795.916182, -795.915238, -795.977090, -796.1781424
6-31+G(dp), -795.969373, -795.953742, -795.952798, -796.014589, -796.2151123
6-311G(dp), -796.132072, -796.116483, -796.115539, -796.177397, -796.3774677
6-311G(2df2pd), -796.182437, -796.166791, -796.165847, -796.228010, -796.427864
6-311++G(dp), -796.151847, -796.136206, -796.135262, -796.197047, -796.3969315
6-311++G(2df2pd), -796.199960, -796.184297, -796.183353, -796.245265, -796.4452056
