,0,1
0,3.933752248806187e-20,1.4412465670241137e-23
1,1.2704545867833387e-20,7.291328478719341e-24
2,1.1832606525405953e-18,8.185882576549498e-22
3,1.3589986462028807e-19,7.50746437359593e-23
4,1.6141274835208569e-18,1.0725856174864855e-21
5,1.2196342772334553e-18,1.4341619199329903e-22
6,4.711933293470562e-19,1.833664275986807e-21
