,0,1
0,2.7233868937668213e-21,2.070536642618063e-24
1,1.0870874253650502e-21,1.0305452565974492e-24
2,6.339560440157945e-20,6.901295574152958e-23
3,5.866170752777361e-21,5.3858235475030395e-24
4,1.0464518375503011e-19,1.012252079543063e-22
5,4.58660012239344e-21,2.763789510925198e-23
6,1.3047162547437018e-21,3.0225079223257335e-24
