,0,1
0,5.586235944729044e-13,1.3213727167104062e-14
1,4.534030247719202e-13,1.0562681038511638e-14
2,6.25458869792589e-12,2.1564081820727268e-13
3,1.4285223915926595e-12,3.046806233512915e-14
4,1.0086454303996539e-11,2.7795033258912047e-13
5,3.1504881867292413e-12,9.602820348313767e-14
6,2.954284723470043e-11,1.1931637155245844e-12
