,0,1
0,7.18713006784197e-20,1.4019479694801034e-23
1,2.4708622096580924e-20,6.92548093170602e-24
2,3.830337040977071e-18,1.3891558417464122e-21
3,2.6486735560176885e-19,8.62126969175999e-23
4,5.669118693246703e-18,1.8111539106996908e-21
5,8.443683780071256e-20,2.453724283174806e-22
6,2.7637360208109915e-17,4.329043396993622e-21
