,0,1
0,5.898274650677965e-11,9.036056241732437e-13
1,3.150534419602576e-11,6.916926240151295e-13
2,1.6074761704774407e-10,2.172686555843251e-13
3,7.59281971793257e-11,2.9823560026887533e-12
4,1.4113532844077648e-10,6.420805013412342e-12
5,7.695607802880037e-11,3.767684760600612e-12
6,1.6431474979325762e-10,8.719992074427561e-12
