Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-796.237838,-796.221681,-796.220737,-796.284835,-796.4985035,3.88753545258043e-21,4.347417832248531e-24,171.8911,6.682327452330479e-19,7.472824333448154e-22
6-31G(dp),-796.272463,-796.256319,-796.255374,-796.319097,-796.5325936,1.2149713605107397e-21,2.255766369028208e-24,170.9042,2.0764370839099957e-19,3.8551994668567065e-22
6-31+G(dp),-796.301323,-796.285094,-796.28415,-796.348294,-796.5608777,5.489049092314978e-20,9.70017187537968e-23,170.0753,9.335516710901975e-18,1.6497596417567617e-20
6-311G(dp),-796.467854,-796.451693,-796.450749,-796.514438,-796.7270086,5.9035709897339714e-21,1.1836606945720377e-23,169.4792,1.0005324884833217e-18,2.006058675875133e-21
6-311++G(dp),-796.483486,-796.467237,-796.466293,-796.530442,-796.7422692,8.556899012383521e-20,1.3159348183659209e-22,170.5903,1.4597239695922086e-17,2.2448571544548798e-20
6-311G(2df2pd),-796.520496,-796.504262,-796.503318,-796.568846,-796.7797452,1.7685705454223272e-19,6.204779751746978e-23,166.1676,2.938791229635191e-17,1.0310333598763912e-20
6-311++G(2df2pd),-796.533929,-796.518606,-796.517661,-796.578724,-796.793041,4.305517774803056e-20,7.952543286502403e-22,169.3025,7.289349230685944e-18,1.3463854597630733e-19
