Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-796.261506,-796.245969,-796.245025,-796.306967,-796.5231065,5.898274650677964e-11,9.036056241732436e-13,159.1521,9.387227970321643e-09,1.4381073265898248e-10
6-31G(dp),-796.29658,-796.281049,-796.280105,-796.341735,-796.5575637,3.1505344196025756e-11,6.916926240151296e-13,158.4391,4.991678379608544e-09,1.0959115682559552e-10
6-31+G(dp),-796.321703,-796.305991,-796.305047,-796.368873,-796.5812036,1.6074761704774407e-10,2.1726865558432511e-13,156.5407,2.5163544495985787e-08,3.401138743322916e-11
6-311G(dp),-796.491617,-796.476117,-796.475173,-796.536414,-796.7517933,7.592819717932569e-11,2.9823560026887533e-12,157.7707,1.197924481872024e-08,4.705283941934065e-10
6-311++G(dp),-796.505663,-796.490099,-796.489154,-796.550479,-796.765504,1.4113532844077648e-10,6.420805013412342e-12,159.3248,2.2486357976761028e-08,1.0229934746009187e-09
6-311G(2df2pd),-796.542947,-796.527449,-796.526505,-796.587625,-796.8031865,7.695607802880037e-11,3.767684760600612e-12,157.2478,1.2101173966657196e-08,5.924601396979729e-10
6-311++G(2df2pd),-796.554754,-796.539226,-796.538282,-796.599553,-796.8148664,1.6431474979325762e-10,8.719992074427561e-12,155.5181,2.555391768982282e-08,1.3561165994300329e-09
