Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-796.258205,-796.242708,-796.241764,-796.302568,-796.5191176,5.586235944729044e-13,1.3213727167104062e-14,160.8595,8.985991209511417e-11,2.1255535452367758e-12
6-31G(dp),-796.29341,-796.277923,-796.276979,-796.337731,-796.5536157,4.5340302477192024e-13,1.0562681038511638e-14,159.5639,7.23467549044042e-11,1.6854225809609672e-12
6-31+G(dp),-796.321327,-796.305755,-796.304811,-796.365808,-796.5811965,6.2545886979258894e-12,2.156408182072727e-13,161.9521,1.0129437742653635e-09,3.492348335438605e-11
6-311G(dp),-796.488145,-796.472595,-796.471651,-796.532663,-796.7474658,1.4285223915926597e-12,3.046806233512915e-14,158.663,2.2665364821726617e-10,4.834154174278597e-12
6-311++G(dp),-796.503423,-796.487817,-796.486873,-796.547988,-796.7625397,1.008645430399654e-11,2.779503325891205e-13,166.5119,1.6795146704216415e-09,4.628203798504638e-11
6-311G(2df2pd),-796.540213,-796.524713,-796.523769,-796.584608,-796.7997221,3.1504881867292413e-12,9.602820348313768e-14,157.8238,4.972220174847185e-10,1.5155535980882025e-11
6-311++G(2df2pd),-796.553486,-796.537954,-796.53701,-796.597933,-796.8129886,2.954284723470043e-11,1.1931637155245844e-12,159.2246,4.703948033806283e-09,1.8998101533891575e-10
