Basis,EZPE,U,H,G,E
6-31G(d), -796.237838, -796.221681, -796.220737, -796.284835, -796.4985035
6-31G(dp), -796.272463, -796.256319, -796.255374, -796.319097, -796.5325936
6-31+G(dp), -796.301323, -796.285094, -796.284150, -796.348294, -796.5608777
6-311G(dp), -796.467854, -796.451693, -796.450749, -796.514438, -796.7270086
6-311++G(dp), -796.483486, -796.467237, -796.466293, -796.530442, -796.7422692
6-311G(2df2pd), -796.520496, -796.504262, -796.503318, -796.568846, -796.7797452
6-311++G(2df2pd), -796.533929, -796.518606, -796.517661, -796.578724, -796.793041
