Basis,EZPE,U,H,G,E
6-31G(d), -796.258205, -796.242708, -796.241764, -796.302568, -796.5191176
6-31G(dp), -796.293410, -796.277923, -796.276979, -796.337731, -796.5536157
6-31+G(dp), -796.321327, -796.305755, -796.304811, -796.365808, -796.5811965
6-311G(dp), -796.488145, -796.472595, -796.471651, -796.532663, -796.7474658
6-311++G(dp), -796.503423, -796.487817, -796.486873, -796.547988, -796.7625397
6-311G(2df2pd), -796.540213, -796.524713, -796.523769, -796.584608, -796.7997221
6-311++G(2df2pd), -796.553486, -796.537954, -796.537010, -796.597933, -796.8129886
