Basis,EZPE,U,H,G,E
6-31G(d), -796.239235, -796.223386, -796.222442, -796.283510, -796.5008166
6-31G(dp), -796.298759, -796.283808, -796.282864, -796.340983, -796.5591452
6-31+G(dp), -796.333249, -796.318088, -796.317144, -796.375688, -796.5926477
6-311G(dp), -796.493053, -796.478019, -796.477074, -796.535515, -796.752547
6-311++G(dp), -796.515512, -796.500343, -796.499399, -796.557925, -796.7742787
6-311G(2df2pd), -796.522189, -796.506278, -796.505334, -796.566743, -796.7824141
6-311++G(2df2pd), -796.565143, -796.550006, -796.549062, -796.607554, -796.8242833
