,0,1
0,3.925556347914723e-06,3.571352583097785e-08
1,1.1757475058915518e-05,7.175380685985113e-08
2,5.039106504499571e-05,5.519183131665702e-07
3,1.0592989430919804e-05,8.134592621598419e-08
4,2.837281807254171e-05,3.2002970181240647e-07
5,2.4953194508952154e-05,1.5888015249663884e-07
6,6.100181355988079e-05,7.227324118485468e-07
