,0,1
0,5.867991291733117e-09,4.110884620666475e-11
1,1.7556676066917226e-08,6.698885478871316e-11
2,1.2765246984612754e-07,8.680480516461214e-10
3,2.1688585098656683e-08,1.2449054984616126e-10
4,1.2206344628340526e-07,9.626765537764662e-10
5,9.904856105172624e-08,5.111221509799496e-10
6,5.114878385763812e-07,5.5095325629578654e-09
