basis_set,G,E
0,0.0005389550802922899,0.001252170823164678
1,0.0004889358434071263,0.0011302423359600437
2,0.04349147370531242,0.0060884135427410994
3,0.04342395694685344,0.001732410753331353
4,0.050741849993154814,0.009662862469691023
5,0.03836608582581474,0.0030465478519042894
6,0.05875805520829985,0.010329216432064296
