isomer,G,E
6,0.392661715945758,0.6053227167707211
6,0.0077729028775784985,0.00020627204027374936
6,0.00023604453918348072,2.3020642348173404e-05
6,0.0008909486847809375,4.502408529665098e-05
6,0.24378772668936755,0.18657969290396723
6,0.00041821732960470206,8.745452036434907e-05
6,7.048827982200506e-05,9.274833912512478e-07
6,2.5534813586683253e-09,1.358568764207378e-10
6,4.7937068772865236e-05,8.747698193700816e-06
6,0.04862606211864467,0.007396305632866054
6,7.966383573169243e-08,2.2272940004634304e-08
6,1.9397521387986643e-06,1.0865554609286091e-07
6,0.007497953337061534,0.001145809839703615
6,0.14370251967420222,0.15812845966080682
6,1.4074539367119408e-05,5.354789386449383e-07
6,0.15427138694640058,0.041054902178785754
