isomer,G,E
0,0.3565149356212613,0.48083372708065514
0,0.000441350186600936,1.1376081473064405e-05
0,1.8435653101188394e-05,1.1757600079118478e-06
0,0.00015125446759398488,5.082827034482272e-06
0,0.36530706563723553,0.23296930444651565
0,3.228541923714917e-05,8.417137952304634e-06
0,1.6215272171897292e-06,2.2532371758326302e-08
0,1.820689873979345e-10,9.883889038316562e-12
0,1.3080179001002609e-05,2.7285917239602124e-06
0,0.005141595928216715,0.0005369589123124478
0,2.81778002560642e-08,1.0104843639545224e-08
0,2.78265512419285e-07,9.630413160226175e-09
0,0.0012932976174561813,0.0002336680425831095
0,0.22608476868981975,0.27985127442066443
0,4.144050139192723e-07,1.3006221852316262e-08
0,0.04499958804286353,0.0055462314153431995
