basis_set,G,E
0,1.4688223942997062e-06,6.045272542979079e-07
1,1.2203582783781406e-06,5.319092170142167e-07
2,0.00015827230147836342,3.6970019761484623e-06
3,0.00014274758019832104,9.908446439962411e-07
4,0.00021876078897981976,6.207605831608287e-06
5,8.247472250987393e-05,1.7664318715658646e-06
6,0.00022050002338579498,5.619651291134645e-06
