Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -795.884168, -795.868020, -795.867076, -795.931167, -796.1298692,1.5063891071884266e-07,4.1929508852909486e-09
6-31G(dp), -795.916527, -795.900354, -795.899410, -795.963528, -796.1617991,1.241009520621908e-07,3.7194910752798475e-09
6-31+G(dp), -795.955390, -795.939104, -795.938160, -796.003074, -796.2001253,1.361249840072845e-06,2.948692893987137e-08
6-311G(dp), -796.116876, -796.100672, -796.099728, -796.163922, -796.3611364,1.9583746998909182e-07,5.934681100172391e-09
6-311++G(dp), -796.138642, -796.122356, -796.121412, -796.186021, -796.3825632,2.300939732252732e-06,6.269621496784523e-08
6-311G(2df2pd), -796.168869, -796.153548, -796.152604, -796.213631, -796.413227,5.732160037675787e-08,2.3345967436352535e-08
6-311++G(2df2pd), -796.188140, -796.171882, -796.170938, -796.236009, -796.4323934,8.60682349627664e-06,1.370121203097166e-07
