Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS
6-31G(d), -795.890273, -795.874025, -795.873080, -795.937842, -796.135949,0.00017722985580135713,2.626144392316509e-06,1.372255e+02
6-31G(dp), -795.922608, -795.906342, -795.905398, -795.970090, -796.1678943,0.0001295367935536021,2.3679175522954637e-06,1.362798e+02
6-31+G(dp), -795.961792, -795.945447, -795.944503, -796.009562, -796.2064623,0.0013137561607419147,2.4251813026302812e-05,1.401972e+02
6-311G(dp), -796.123451, -796.107176, -796.106232, -796.170875, -796.3677506,0.000309299815136504,6.5467867737385356e-06,1.356839e+02
6-311++G(dp), -796.144735, -796.128377, -796.127433, -796.192566, -796.3887114,0.0023588646331108775,4.2218730533895355e-05,1.403616e+02
6-311G(2df2pd), -796.174854, -796.159448, -796.158504, -796.220053, -796.4191751,5.1586284033199545e-05,1.2718231732088097e-05,1.347972e+02
6-311++G(2df2pd), -796.193617, -796.177240, -796.176296, -796.242538, -796.4378177,0.008675218723226125,4.285663028996006e-05,1.389762e+02
