Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-795.878521,-795.862558,-795.861614,-795.924438,-796.1248246,1.2091958345676092e-10,2.0041416529294856e-11,137.1568,1.6584943124262266e-08,2.748816558625189e-09
6-31G(dp),-795.910978,-795.894986,-795.894041,-795.956942,-796.1568496,1.1590888428173255e-10,1.9662538256415764e-11,135.7592,1.5735697402980585e-08,2.669370463660399e-09
6-31+G(dp),-795.948967,-795.932833,-795.931889,-795.995344,-796.1940717,3.784620728749955e-10,4.8404206915402223e-11,137.0178,5.1856040608771557e-08,6.632237942293199e-09
6-311G(dp),-796.11143,-796.095383,-796.094439,-796.157725,-796.3562273,2.7617426907263007e-10,3.2744476408582646e-11,135.1026,3.731186180481191e-08,4.423863898438177e-09
6-311++G(dp),-796.132286,-796.116114,-796.11517,-796.178814,-796.376637,1.1132112292417602e-09,1.1778793055676327e-10,137.2086,1.5274215426854095e-07,1.6161517048590708e-08
6-311G(2df2pd),-796.163282,-796.147216,-796.146271,-796.209675,-796.4082308,8.679589956357204e-10,1.1745871286315592e-10,132.9964,1.1543542176716652e-07,1.5621585959433428e-08
6-311++G(2df2pd),-796.181899,-796.165779,-796.164835,-796.228304,-796.4266586,2.4571280639737995e-09,3.152574187528038e-10,137.7073,3.383644714440592e-07,4.3413247941417976e-08
