Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS
6-31G(d), -795.900066, -795.884626, -795.883681, -795.944952, -796.1472078,0.33055451994299584,0.396766316623012,1.354402e+02
6-31G(dp), -795.932501, -795.917042, -795.916098, -795.977393, -796.1792184,0.2964027589586325,0.3833731973755346,1.343577e+02
6-31+G(dp), -795.969921, -795.954341, -795.953397, -796.015039, -796.2158428,0.43452681899268625,0.5010883965608801,1.357013e+02
6-311G(dp), -796.132907, -796.117424, -796.116480, -796.177798, -796.3786186,0.4732199908016825,0.6538385951840109,1.336940e+02
6-311++G(dp), -796.152329, -796.136724, -796.135780, -796.197454, -796.3975554,0.4180767732918122,0.4941710397263903,1.400261e+02
6-311G(2df2pd), -796.183387, -796.167843, -796.166899, -796.228479, -796.4291052,0.38781099752178766,0.4703499249209596,1.324584e+02
6-311++G(2df2pd), -796.200464, -796.184856, -796.183912, -796.245611, -796.4459138,0.22485696300827032,0.22716685618047536,1.343665e+02
