basis_set,G,E
0,0.9717988367119571,0.9833323734329973
1,0.9745268144325386,0.9850011555667226
2,0.9786170959732231,0.9877063871422823
3,0.9771467121062655,0.9878792713796166
4,0.9752361388021643,0.986645218758773
5,0.9780821144448043,0.9884126120575909
6,0.9780010105925953,0.9872491759037842
