591, 6-311G(2df,2pd), -796.123600, -796.107527, -796.106583, -796.170030, -796.3683085
591, 6-311++G(2df,2pd), -796.142903, -796.126815, -796.125871, -796.189124, -796.3874631
591, 6-311G(d,p), -796.072514, -796.056456, -796.055512, -796.118738, -796.3170728
591, 6-311++G(d,p), -796.094027, -796.077929, -796.076984, -796.140170, -796.3383297
591, 6-31G(d), -795.839714, -795.823715, -795.822771, -795.885860, -796.0857488
591, 6-31G(d,p), -795.872083, -795.856053, -795.855108, -795.918274, -796.1176561
591, 6-31+G(d,p), -795.911210, -795.895115, -795.894171, -795.957363, -796.1561776
599, 6-311G(2df,2pd), -796.112463, -796.096799, -796.095855, -796.158005, - 532232217
599, 6-311++G(2df,2pd), -796.130867, -796.115133, -796.114189, -796.176547, -796.3754608
599, 6-311G(d,p), -796.061532, -796.045910, -796.044966, -796.106857, -796.3063576
599, 6-311++G(d,p), -796.082176, -796.066452, -796.065507, -796.127735, -796.3265594
599, 6-31G(d), -795.829151, -795.813592, -795.812648, -795.874423, -796.0754765
599, 6-31G(d,p), -795.861462, -795.845874, -795.844929, -795.906757, -796.107328
599, 6-31+G(d,p), -795.899486, -795.883792, -795.882848, -795.944983, -796.1446124
609, 6-311G(2df,2pd), -796.113961, -796.097746, -796.096801, -796.160570, -796.3582387
609, 6-311++G(2df,2pd), -796.132879, -796.116606, -796.115662, -796.179561, -796.376957
609, 6-311G(d,p), -796.062926, -796.046699, -796.045755, -796.109656, -796.3070306
609, 6-311++G(d,p), -796.084390, -796.068098, -796.067154, -796.131057, -796.3281887
609, 6-31G(d), -795.829872, -795.813716, -795.812772, -795.876585, -796.0754311
609, 6-31G(d,p), -795.862241, -795.846054, -795.845110, -795.908951, -796.1073998
609, 6-31+G(d,p), -795.901456, -795.885188, -795.884243, -795.948049, -796.1459628
640, 6-311G(2df,2pd), -796.122554, -796.106540, -796.105596, -796.168718, -796.3673211
640, 6-311++G(2df,2pd), -796.141192, -796.125106, -796.124162, -796.187359, -796.3857025
640, 6-311G(d,p), -796.071380, -796.055387, -796.054443, -796.117349, -796.3160455
640, 6-311++G(d,p), -796.092214, -796.076097, -796.075153, -796.138370, -796.3364198
640, 6-31G(d), -795.838783, -795.822877, -795.821933, -795.884557, -796.0849633
640, 6-31G(d,p), -795.871190, -795.855260, -795.854316, -795.916990, -796.1169552
640, 6-31+G(d,p), -795.909485, -795.893393, -795.892449, -795.955584, -796.1543966
683, 6-311G(2df,2pd), -796.128075, -796.112501, -796.111557, -796.172877, -796.3734682
683, 6-311++G(2df,2pd), -796.145240, -796.129595, -796.128651, -796.190147, -796.3903543
683, 6-311G(d,p), -796.077666, -796.062154, -796.061210, -796.122274, -796.3230491
683, 6-311++G(d,p), -796.097183, -796.081548, -796.080604, -796.142035, -796.342083
683, 6-31G(d), -795.844849, -795.829381, -795.828437, -795.889432, -796.0916551
683, 6-31G(d,p), -795.877247, -795.861761, -795.860816, -795.921835, -796.1236342
683, 6-31+G(d,p), -795.914797, -795.899184, -795.898240, -795.959635, -796.160387
801, 6-311G(2df,2pd), -796.115095, -796.098828, -796.097884, -796.162135, -796.3591598
801, 6-311++G(2df,2pd), -796.134512, -796.118249, -796.117305, -796.181432, -796.3784628
801, 6-311G(d,p), -796.062905, -796.046648, -796.045704, -796.109816, -796.3069035
801, 6-311++G(d,p), -796.084930, -796.068619, -796.067675, -796.131949, -796.3286477
801, 6-31G(d), -795.830236, -795.814066, -795.813122, -795.876961, -796.0757148
801, 6-31G(d,p), -795.862837, -795.846647, -795.845702, -795.909495, -796.1077889
801, 6-31+G(d,p), -795.901892, -795.885593, -795.884649, -795.948861, -796.1463106
900, 6-311G(2df,2pd), -796.125546, -796.109661, -796.108717, -796.171536, -796.3703926
900, 6-311++G(2df,2pd), -796.144396, -796.128481, -796.127537, -796.190214, -796.3890812
900, 6-311G(d,p), -796.074454, -796.058569, -796.057625, -796.120435, -796.3191413
900, 6-311++G(d,p), -796.095576, -796.079642, -796.078698, -796.141375, -796.3400008
900, 6-31G(d), -795.841775, -795.825944, -795.825000, -795.887908, -796.0879532
900, 6-31G(d,p), -795.874155, -795.858301, -795.857356, -795.920316, -796.1198744
900, 6-31+G(d,p), -795.912797, -795.896868, -795.895924, -795.958665, -796.1578934
