Basis,EZPE,U,H,G,E
6-31G(d), -795.878521, -795.862558, -795.861614, -795.924438, -796.1248246
6-31G(dp), -795.910978, -795.894986, -795.894041, -795.956942, -796.1568496
6-31+G(dp), -795.948967, -795.932833, -795.931889, -795.995344, -796.1940717
6-311G(dp), -796.111430, -796.095383, -796.094439, -796.157725, -796.3562273
6-311++G(dp), -796.132286, -796.116114, -796.115170, -796.178814, -796.376637
6-311G(2df2pd), -796.163282, -796.147216, -796.146271, -796.209675, -796.4082308
6-311++G(2df2pd), -796.181899, -796.165779, -796.164835, -796.228304, -796.4266586
