Basis,EZPE,U,H,G,E
6-31G(d), -796.185626, -796.169212, -796.168268, -796.232892, -796.4458229
6-31G(dp), -796.220152, -796.203746, -796.202802, -796.267280, -796.4798588
6-31+G(dp), -796.250005, -796.233545, -796.232601, -796.297299, -796.5091804
6-311G(dp), -796.416214, -796.399787, -796.398843, -796.463422, -796.6749095
6-311++G(dp), -796.432065, -796.415596, -796.414652, -796.479325, -796.6904829
6-311G(2df2pd), -796.467899, -796.451387, -796.450443, -796.515741, -796.7266187
6-311++G(2df2pd), -796.481348, -796.464837, -796.463892, -796.529259, -796.7399809
