Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-796.209879,-796.194323,-796.193379,-796.255098,-796.4701402,3.925556347914723e-06,3.571352583097785e-08,165.6394,0.000650226798134786,5.915566990527672e-06
6-31G(dp),-796.246215,-796.2307,-796.229756,-796.29137,-796.5053871,1.1757475058915518e-05,7.175380685985113e-08,164.5073,0.0019341904767595326,1.1804025031235586e-05
6-31+G(dp),-796.273538,-796.257945,-796.257001,-796.318835,-796.5324649,5.039106504499571e-05,5.519183131665702e-07,161.7724,0.008151883530885064,8.928515012490766e-05
6-311G(dp),-796.439976,-796.424389,-796.423445,-796.485271,-796.698482,1.0592989430919804e-05,8.134592621598419e-08,163.778,0.0017348986230171835,1.3322673103801458e-05
6-311++G(dp),-796.454599,-796.438967,-796.438022,-796.499921,-796.7129658,2.837281807254171e-05,3.200297018124065e-07,160.6996,0.004559500515130224,5.1428645069373e-05
6-311G(2df2pd),-796.491643,-796.47606,-796.475116,-796.537256,-796.7502262,2.4953194508952158e-05,1.5888015249663884e-07,160.2088,0.003997721348445814,2.5453998575303512e-05
6-311++G(2df2pd),-796.504146,-796.488562,-796.487618,-796.549556,-796.7627487,6.100181355988079e-05,7.227324118485468e-07,161.0102,0.009821914201639118,0.0001163672901782169
