Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-796.182247,-796.166002,-796.165057,-796.228996,-796.4425514,3.8600353264503496e-18,7.270638980375444e-21,172.74,6.667825022910334e-16,1.2559301774700542e-18
6-31G(dp),-796.216813,-796.200565,-796.199621,-796.26346,-796.4765615,1.7033234289544197e-18,3.941289380544033e-21,171.5033,2.921255890329985e-16,6.759441350182574e-19
6-31+G(dp),-796.246196,-796.229861,-796.228917,-796.29314,-796.5054233,7.6255238058357e-17,2.0060180272962517e-19,170.8943,1.3031585529316276e-14,3.428170465621738e-17
6-311G(dp),-796.4122,-796.395958,-796.395013,-796.459103,-796.6709965,9.712870906182973e-18,1.8475457608403422e-20,169.7614,1.6488705630528903e-15,3.136419549243217e-18
6-311++G(dp),-796.428378,-796.412031,-796.411087,-796.475328,-796.6868367,1.3796060170417475e-16,3.0578342841387885e-19,169.2336,2.3347569284563628e-14,5.1748830410823005e-17
6-311G(2df2pd),-796.464725,-796.44839,-796.447445,-796.51206,-796.7235927,6.406041535460746e-17,8.89737246480739e-20,166.4177,1.0660786984358457e-14,1.480680261636577e-17
6-311++G(2df2pd),-796.478437,-796.462135,-796.461191,-796.525423,-796.73778,4.828388701487297e-16,2.360491960264576e-18,168.9173,8.155983828057403e-14,3.9872792859959953e-16
