Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -796.195189, -796.179378, -796.178434, -796.239036, -796.4567157,1.6037669754777222e-13,2.3843070357639818e-14
6-31G(dp), -796.210997, -796.194465, -796.193521, -796.258301, -796.4705106,7.21240407509839e-21,6.48834492316756e-24
6-31+G(dp), -796.241373, -796.224718, -796.223774, -796.289094, -796.5002523,1.049661427538618e-18,8.386825022380333e-22
6-311G(dp), -796.407358, -796.390807, -796.389863, -796.454663, -796.6658915,8.808080753008517e-20,8.283596590930671e-23
6-311++G(dp), -796.423797, -796.407129, -796.406185, -796.471509, -796.6819156,2.4152274056376558e-18,1.6658443860954821e-21
6-311G(2df2pd), -796.460111, -796.443577, -796.442633, -796.508356, -796.7189026,1.2667602187676977e-18,6.190784781982367e-22
6-311++G(2df2pd), -796.474147, -796.457562, -796.456618, -796.521820, -796.73274,1.0625965461687054e-17,1.1337759314928278e-20
