Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -796.185626, -796.169212, -796.168268, -796.232892, -796.4458229,2.3922660741519875e-16,2.325473813195989e-19
6-31G(dp), -796.220152, -796.203746, -796.202802, -796.267280, -796.4798588,9.739893023525307e-17,1.295524353528832e-19
6-31+G(dp), -796.250005, -796.233545, -796.232601, -796.297299, -796.5091804,6.24412821732335e-15,1.0731414225148936e-17
6-311G(dp), -796.416214, -796.399787, -796.398843, -796.463422, -796.6749095,9.422196081103214e-16,1.1658257945902097e-18
6-311++G(dp), -796.432065, -796.415596, -796.414652, -796.479325, -796.6904829,9.515569614676864e-15,1.4545224072708412e-17
6-311G(2df2pd), -796.467899, -796.451387, -796.450443, -796.515741, -796.7266187,3.1615841123645475e-15,2.194153347543343e-18
6-311++G(2df2pd), -796.481348, -796.464837, -796.463892, -796.529259, -796.7399809,2.8081450110333857e-14,2.4291224327411998e-17
