Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-796.182999,-796.16684,-796.165896,-796.229376,-796.4433455,5.77293883428819e-18,1.6860499768038682e-20,172.6892,9.9692418894216e-16,2.9116262165427857e-18
6-31G(dp),-796.217587,-796.201433,-796.200489,-796.263793,-796.4773961,2.4237180366305737e-18,9.540404556937243e-21,171.4368,4.1551446430222833e-16,1.6355764279467389e-18
6-31+G(dp),-796.246581,-796.230341,-796.229397,-796.293045,-796.5058166,6.895539682031473e-17,3.0426970051837017e-19,170.4112,1.1750771918626018e-14,5.1850964788976084e-17
6-311G(dp),-796.412996,-796.396821,-796.395877,-796.459221,-796.6718265,1.1005996727460849e-17,4.45048768171795e-20,169.9213,1.870153271725893e-15,7.562326525115004e-18
6-311++G(dp),-796.428703,-796.412439,-796.411495,-796.4752,-796.6871597,1.2046840702872023e-16,4.305253920993881e-19,171.1443,2.0617481193045403e-14,7.368196686307531e-17
6-311G(2df2pd),-796.465493,-796.449274,-796.448329,-796.512087,-796.7244557,6.591893065264292e-17,2.2194975186766703e-19,164.8864,1.0869135167163942e-14,3.6596495566352896e-17
6-311++G(2df2pd),-796.478989,-796.462753,-796.461808,-796.525651,-796.7378358,6.147317311530926e-16,2.5042135386537615e-18,169.6673,1.0429987304907111e-13,4.248831497268294e-16
