Basis,EZPE,U,H,G,E,boltz_G,boltz_E,CCS,CCS_G,CCS_E
6-31G(d),-796.201842,-796.186156,-796.185212,-796.247786,-796.462151,1.699307530952575e-09,7.54538454125777e-12,162.8514,2.7673461044617017e-07,1.2287764360821856e-09
6-31G(dp),-796.237913,-796.222247,-796.221303,-796.283862,-796.4972325,4.135441717761159e-09,1.272351558561536e-11,162.1902,6.70728119292026e-07,2.0636295375340723e-09
6-31+G(dp),-796.265684,-796.249934,-796.248989,-796.311766,-796.5245928,2.8216811316095752e-08,1.3200524992606458e-10,158.2232,4.464554180228881e-06,2.08862930601017e-08
6-311G(dp),-796.432335,-796.416627,-796.415683,-796.47829,-796.6909262,6.5110982717626085e-09,2.7199124987975052e-11,161.8965,1.054124021354415e-06,4.403443138615703e-09
6-311++G(dp),-796.447138,-796.431365,-796.430421,-796.49313,-796.7054901,2.1327552661956837e-08,1.1648140697279244e-10,163.6087,3.4893731652042975e-06,1.9057371568989508e-08
6-311G(2df2pd),-796.484108,-796.468437,-796.467493,-796.530035,-796.7428304,1.1894831048870012e-08,6.29348443567054e-11,158.5727,1.8861954754631496e-06,9.979748193722538e-09
6-311++G(2df2pd),-796.496659,-796.480939,-796.479995,-796.542743,-796.75528,4.4798241590252424e-08,2.65011034329947e-10,160.9343,7.209573651558161e-06,4.2649365302165995e-08
