Basis,EZPE,U,H,G,E,boltz_G,boltz_E
6-31G(d), -796.185664, -796.169165, -796.168220, -796.233301, -796.4457615,3.6893987087977284e-16,2.179046690921687e-19
6-31G(dp), -796.220150, -796.203663, -796.202719, -796.267655, -796.4797816,1.4489713187018718e-16,1.1938023461858207e-19
6-31+G(dp), -796.250549, -796.234010, -796.233066, -796.298188, -796.5096598,1.6011244632276994e-14,1.783150995507335e-17
6-311G(dp), -796.416337, -796.399837, -796.398893, -796.463906, -796.6749747,1.5732558971511075e-15,1.2491846360798396e-18
6-311++G(dp), -796.432583, -796.416027, -796.415083, -796.480254, -796.690926,2.545591247582073e-14,2.3256964795376404e-17
6-311G(2df2pd), -796.468340, -796.451790, -796.450845, -796.516393, -796.7270521,6.307169183933202e-15,3.472461595858358e-18
6-311++G(2df2pd), -796.482128, -796.465582, -796.464637, -796.529955, -796.74076,5.869348921738227e-14,5.5443041092699227e-17
