basis_set,G,E
0,0.04499958804286353,0.0055462314153431995
1,0.04216054856673836,0.00511024406926618
2,0.04549936521963814,0.0075712637265002245
3,0.06582893454655275,0.01348909041262501
4,0.0941282160792273,0.023528511683535355
5,0.12395380527114425,0.03541674998457477
6,0.15427138694640058,0.041054902178785754
