Basis,EZPE,U,H,G,E
6-31G(d), -795.883694, -795.867268, -795.866324, -795.931672, -796.1291364
6-31G(dp), -795.916107, -795.899685, -795.898741, -795.963853, -796.1612138
6-31+G(dp), -795.955682, -795.939130, -795.938185, -796.003789, -796.2000398
6-311G(dp), -796.117047, -796.100577, -796.099633, -796.164955, -796.361094
6-311G(2df2pd), -796.168829, -796.153242, -796.152298, -796.214229, -796.4129423
6-311++G(dp), -796.138810, -796.122246, -796.121302, -796.186917, -796.3824863
6-311++G(2df2pd), -796.187975, -796.171423, -796.170479, -796.236647, -796.4319104
