214, 6-31+G(dp), -796.330577, -796.315507, -796.314563, -796.372831, -796.5904838
214, 6-311++G(dp), -796.512749, -796.497646, -796.496702, -796.555089, -796.7719734
214, 6-311G(2df2pd), -796.527713, -796.511826, -796.510882, -796.571832, -796.7878754
214, 6-311G(dp), -796.499511, -796.484496, -796.483552, -796.541593, -796.758986
214, 6-31G(d), -796.245189, -796.229378, -796.228434, -796.289036, -796.5067157
214, 6-31G(dp), -796.279909, -796.264091, -796.263147, -796.323717, -796.5408982
301, 6-31+G(dp), -796.348059, -796.332970, -796.332026, -796.390130, -796.6087139
301, 6-311++G(dp), -796.529791, -796.514699, -796.513755, -796.571855, -796.7898167
301, 6-311G(2df2pd), -796.567617, -796.552600, -796.551656, -796.609578, -796.8280046
301, 6-311G(dp), -796.516501, -796.501503, -796.500559, -796.558380, -796.776832
301, 6-31G(d), -796.287371, -796.272449, -796.271505, -796.329167, -796.5492673
301, 6-31G(dp), -796.322745, -796.307813, -796.306869, -796.364529, -796.5839782
318, 6-31+G(dp), -796.333249, -796.318088, -796.317144, -796.375688, -796.5926477
318, 6-311++G(dp), -796.515512, -796.500343, -796.499399, -796.557925, -796.7742787
318, 6-311G(2df2pd), -796.522189, -796.506278, -796.505334, -796.566743, -796.7824141
318, 6-311G(dp), -796.493053, -796.478019, -796.477074, -796.535515, -796.752547
318, 6-31G(d), -796.239235, -796.223386, -796.222442, -796.283510, -796.5008166
318, 6-31G(dp), -796.298759, -796.283808, -796.282864, -796.340983, -796.5591452
342, 6-31+G(dp), -796.301323, -796.285094, -796.284150, -796.348294, -796.5608777
342, 6-311++G(dp), -796.483486, -796.467237, -796.466293, -796.530442, -796.7422692
342, 6-311G(2df2pd), -796.520496, -796.504262, -796.503318, -796.568846, -796.7797452
342, 6-311G(dp), -796.467854, -796.451693, -796.450749, -796.514438, -796.7270086
342, 6-31G(d), -796.237838, -796.221681, -796.220737, -796.284835, -796.4985035
342, 6-31G(dp), -796.272463, -796.256319, -796.255374, -796.319097, -796.5325936
55, 6-31+G(dp), -796.301023, -796.284694, -796.283750, -796.348430, -796.5605563
55, 6-311++G(dp), -796.483248, -796.466912, -796.465968, -796.530632, -796.7420215
55, 6-311G(2df2pd), -796.519868, -796.504433, -796.503489, -796.565398, -796.7789817
55, 6-311G(dp), -796.467214, -796.450929, -796.449985, -796.514432, -796.7262652
55, 6-31G(d), -796.237220, -796.220961, -796.220017, -796.284499, -796.4978032
55, 6-31G(dp), -796.271824, -796.255565, -796.254621, -796.318992, -796.531854
580, 6-31+G(dp), -796.304033, -796.287465, -796.286520, -796.352302, -796.5633906
580, 6-311++G(dp), -796.486152, -796.469570, -796.468626, -796.534401, -796.7447446
580, 6-311G(2df2pd), -796.522107, -796.506453, -796.505509, -796.568148, -796.7810432
580, 6-311G(dp), -796.469994, -796.453474, -796.452530, -796.518029, -796.7288832
580, 6-31G(d), -796.239277, -796.222743, -796.221799, -796.287589, -796.4996089
580, 6-31G(dp), -796.273777, -796.257259, -796.256315, -796.321941, -796.5336526
628, 6-31+G(dp), -796.328288, -796.312717, -796.311772, -796.373805, -796.5874941
628, 6-311++G(2df2pd), -796.559021, -796.543458, -796.542514, -796.604669, -796.8179 14
628, 6-311++G(dp), -796.509389, -796.493778, -796.492834, -796.554916, -796.7680338
628, 6-311G(2df2pd), -796.546605, -796.531036, -796.530092, -796.592603, -796.8054483
628, 6-311G(dp), -796.494871, -796.479299, -796.478355, -796.540424, -796.7536384
628, 6-31G(d), -796.264721, -796.249172, -796.248228, -796.310226, -796.5252348
628, 6-31G(dp), -796.301135, -796.285635, -796.284690, -796.346570, -796.5605764
661, 6-31+G(dp), -796.321327, -796.305755, -796.304811, -796.365808, -796.5811965
661, 6-311++G(dp), -796.503423, -796.487817, -796.486873, -796.547988, -796.7625397
661, 6-311G(2df2pd), -796.540213, -796.524713, -796.523769, -796.584608, -796.7997221
661, 6-311G(dp), -796.488145, -796.472595, -796.471651, -796.532663, -796.7474658
661, 6-31G(d), -796.258205, -796.242708, -796.241764, -796.302568, -796.5191176
661, 6-31G(dp), -796.293410, -796.277923, -796.276979, -796.337731, -796.5536157
715, 6-31+G(dp), -796.324905, -796.309313, -796.308368, -796.371085, -796.5843731
715, 6-311++G(dp), -796.506629, -796.491043, -796.490099, -796.552697, -796.7656683
715, 6-311G(2df2pd), -796.546064, -796.530604, -796.529660, -796.591018, -796.8063074
715, 6-311G(dp), -796.493917, -796.478478, -796.477534, -796.538297, -796.7541039
715, 6-31G(d), -796.264269, -796.248847, -796.247903, -796.308870, -796.5259583
715, 6-31G(dp), -796.297707, -796.282297, -796.281353, -796.343358, -796.5578219
719, 6-31+G(dp), -796.303426, -796.286956, -796.286012, -796.351193, -796.5628913
719, 6-311++G(2df2pd), -796.534942, -796.519333, -796.518389, -796.580983, -796.7938297
719, 6-311++G(dp), -796.485539, -796.469063, -796.468119, -796.533215, -796.74425
719, 6-311G(dp), -796.469771, -796.453335, -796.452391, -796.517399, -796.7287526
719, 6-31G(d), -796.239168, -796.222734, -796.221790, -796.287020, -796.499635
719, 6-31G(dp), -796.273716, -796.257296, -796.256352, -796.321313, -796.5337012
