862, 6-31+G(dp), -796.344235, -796.329097, -796.328153, -796.386989, -796.6049341
862, 6-311++G(dp), -796.526067, -796.510926, -796.509982, -796.568819, -796.7860786
862, 6-311G(2df2pd), -796.563733, -796.548660, -796.547716, -796.606420, -796.8241458
862, 6-311G(dp), -796.512693, -796.497632, -796.496688, -796.555213, -796.7729779
862, 6-31G(d), -796.283733, -796.268763, -796.267819, -796.326123, -796.5456851
862, 6-31G(dp), -796.319065, -796.304078, -796.303133, -796.361432, -796.5803306
885, 6-31+G(dp), -796.321703, -796.305991, -796.305047, -796.368873, -796.5812036
885, 6-311++G(dp), -796.505663, -796.490099, -796.489154, -796.550479, -796.765504
885, 6-311G(2df2pd), -796.542947, -796.527449, -796.526505, -796.587625, -796.8031865
885, 6-311G(dp), -796.491617, -796.476117, -796.475173, -796.536414, -796.7517933
885, 6-31G(d), -796.261506, -796.245969, -796.245025, -796.306967, -796.5231065
885, 6-31G(dp), -796.296580, -796.281049, -796.280105, -796.341735, -796.5575637
