basis_set,G,E
0,3.6893987087977284e-16,2.179046690921687e-19
1,1.4489713187018718e-16,1.1938023461858207e-19
2,1.6011244632276994e-14,1.783150995507335e-17
3,1.5732558971511075e-15,1.2491846360798396e-18
4,2.545591247582073e-14,2.3256964795376404e-17
5,6.307169183933202e-15,3.472461595858358e-18
6,5.869348921738227e-14,5.5443041092699227e-17
