basis_set,G,E
0,0.028197230131649046,0.016667590803595367
1,0.025461406374726058,0.014998772598803178
2,0.021332356795642115,0.012293059922207866
3,0.022842666623999777,0.012120647119992322
4,0.02473534448803936,0.013354460108641534
5,0.021892821257322746,0.01158722848038283
6,0.02193742996728623,0.01275009549540684
