basis_set,G,E
0,3.258638730378332e-11,1.2035814586714667e-12
1,2.5558194314115477e-11,9.55112670404031e-13
2,2.967861954832807e-10,1.7143378539660396e-11
3,8.061805447781764e-11,2.775036762417956e-12
4,5.006890681381175e-10,2.372587109639742e-11
5,1.5996225071663889e-10,7.816813399667783e-12
6,1.3403909126153026e-09,9.385325016276328e-11
