basis_set,G,E
0,3.3281057780797203e-19,2.6059499118567398e-20
1,1.6211942649547113e-19,1.4911941095990914e-20
2,1.0638580201047661e-08,4.0367115147038284e-09
3,1.831557076412619e-08,6.071680846792281e-09
4,1.8633936310438468e-08,6.07589314621453e-09
5,4.1804881383577625e-18,3.4098857406574333e-19
6,2.2243006891260488e-17,1.2774683563886013e-18
