basis_set,G,E
0,0.9617376897622776,0.9779974900316191
1,0.9637507899282441,0.9794398036174433
2,0.9653439982484328,0.9820781575225407
3,0.9662538495750334,0.9834120728247524
4,0.9614242523773302,0.9812839322587963
5,0.9659416243050749,0.9834930942239514
6,0.9650588401039963,0.9999199765810655
