isomer,G,E
4,0.16941984136441038,0.22546794756664665
4,0.005605781902964465,0.00018682919196528266
4,7.506808996234467e-05,6.689409380588188e-06
4,0.0008570964778504081,4.642042333476531e-05
4,0.4107114019963037,0.4105889577936408
4,0.0001621385281929534,4.0845036843783686e-05
4,3.7549624273214864e-05,5.98240381213949e-07
4,9.008978778601809e-10,5.656229651561289e-11
4,5.5920521485736226e-05,1.0171141231497268e-05
4,0.034589307108267735,0.006032227902943224
4,6.586521238015928e-08,2.322543759061711e-08
4,2.222417886550421e-06,1.3045665698488585e-07
4,0.005139430200426862,0.000797802162796528
4,0.2493846528510776,0.32140439527222603
4,5.716879643605484e-06,2.1213537805509963e-07
4,0.12395380527114425,0.03541674998457477
